perfection 	 family 3 stay 4 night long Thanksgiving weekend . warmly greet Frances check we without problem . room excellent , yes , window - seat cool ! nice cuddle blanket cup coffee watch shopper scurry around street . we traditional Thanksgiving dinner McCormick & amp ; Schmick 's , less 5 minute walk hotel . starbuck coffee lobby morning wonderful , wine reception evening nice . hotel set Wii kid enjoy parent sip wine relax . the hotel amazingly friendly comfortable . everyone staff smile face , even Thanksgiving day . mean much . finally , location . else say ? perfection . 
 Good need little updating 	 ' ve stay hotel time always good experience . recent trip , notice floor smell musty . room good wallpaper peel wall generally need little TLC . 
 Sep 8 2004 	 top notch ! 	 truely pleasant surprise ! prior experience Kimpton Hotels wife delight stay Hotel Monaco Chicago . convenient location north end loop near river , short walk away Navel Pier Magnificent Mile . highly recommend ! 
 Sep 2 2004 	 would not stay anywhere else 	 regular visitor Chicago place would ever stay . great room , good service good location . good value town 
 Aug 16 2004 	 Excellent Service 	 stay Hotel Monaco 31st July 6th August . staff friendly room spacious . knew need early check - out next day , exactly deliver print check door - step next morning . one minor thing mention , refrigerator make lot noise night . one colleague even unplugged refrigerator could go sleep . 
 Aug 10 2004 	 ' ve earn loyalty ! 	 great stay Monaco last Fall friend , disappointed ( initially ) arrive Saturday husband find not Quikbook make reservation system room available Sat . eve . immediately take responsibility mistake follow : find we nice room neighboring Swissotel pay ! give we cab fare get 4 block . pay valet parking $ 33 eve . naturally ask interested return Sunday eve ( room ) , say yes . return , give we corner suite jacuzzi tub $ 139 quikbook rate ! 's call recovery ! ! 
 Aug 5 2004 	 Outstanding ! ! ! 	 Hotel Monaco outstanding ! husband celebrate 50th birthday could not please choice hotel . suite ( hot time city package - $ 205 / night ) overlook river . room exceptionally clean , comfortable colorful . bed comfy window seat wonderful sit drink coffee morning watch Chicago come alive . wine taste nice perk restaurant next door excellent food . staff attentive courteous concierge patient helpful many question city . definitely stay next visit Chicago . 
 Aug 5 2004 	 Superb ! ! 	 stay Monaco 3 night end June Mediteranean Suite . absolutely perfect superb staff . nothing much trouble 
 Jul 29 2004 	 Hotel Monaco great ! 	 stay Monaco several friend celebrate good friend 's birthday . lobby beautiful , room terrific ( really great window seat ) . complaint would one guy front desk ( little snot , equally rude we different occasion ) , however rest staff helpful . ' ve also stay Burnham , anothertruly outstanding Kimpton Hotel , people really know create lovely enviroment . 
 Jul 20 2004 	 place will stay Chicago ! ! 	 stay Hotel Monaco , husband 's first trip Chicago insist stay love first time . well second stay even well -- one corner suites river -- service excellent staff friendly helpful . warm cookie afternoon nice touch day sightseeing . unfortunately miss wine hour . one thing realy impress b / c flight delay get Chicago day late -- Hotel Monaco manager waive cost first night room even though guarantee reservation . 
 Jul 11 2004 	 go Suite 	 wife stay Hotel Monaco 3 night end June . go suite $ 260 / night . well worth extra money . one nice room stay money anywhere - include four season Plaza NYC . receive corner suite huge , large bay window overlook Chicago River towards Mag Mile . Room tasefully do clean . service friendly location right Michigan close everything Blue Line Train O'Hare . minor complain think bathroom bite small suite . I would stay hand , highly recommend place . 
 Jul 10 2004 	 Perfect get away hotel 	 Hotel Monaco perfect romantic get away . it exceptionally quiet comfortable . cozy charmingly decorate room wonderful view river city cushion bay window . staff could helpful friendly . location centrally convenient . good major city hotel ever stay USA ! 
 Jul 8 2004 	 enamor hotel . 	 stay Hotel Monaco 4th July weekend . booking month advance request quiet room . upon arrival find room face brick wall large noisy air handler . room decent sized . window seat . 1 window seat understandable view . bathroom huge everything spotless . bed however one bad ever sleep . soft sag middle . ironic see linen top notch abominable bed . hard tell lack sleep bed loud air handler . next day request different room . desk courteous prompt respond complaint . move much small room 2 window seat . could hear lot traffic noise face street . fortunately bad . unfortunately , bed previous room . terribly soft sag middle . never hear noise neighboring room . however hallway noise loud . never eat restaurant site think rather pricey . across street deli around corner Corner Bakery . the decor room top notch fun . like use duvet cover change daily . see 60 minute crucify hygiene comforter cover hotel i.e . amount bodily fluid comforter typically wash regular basis , relieved see duvet cover . location put walking distance everything . staff concierge helpful welcoming . since husband travel Chicago least year like try different hotel . like Hotel Monaco fall love like many writer . find Swissotel similar price location . although lack ecclectic decor outgoing staff , find far comfortable large room , outstanding view , top quality bed peaceful . probably return next time . 
 Jul 5 2004 	 Loved ! 	 read review hotel , decide book stay July 4th weekend glad , hotel absolutely beautiful . suite gorgeous romantic hotel big sit picture window . 1 complaint . bar boring resturant great , love . would definitely stay . 
 Jun 20 2004 	 Sweetest hotel ever ! ( ' ve stay several nice place ) 	 2 friend drive Chicago see Clay Aiken / Kelly Clarkson concert March . since ' ve Chicago many time since little girl , entrust make hotel reservation . month , have see Hotel Monaco Travel Channel , figure expensive . well , needless say not expensive luxury receive ! moment step inside , even young unpretentious - look college grad , staff greet we make we feel like have stay million time . must say , fall love tall bald man receptionist desk ! 's hilarious talk ! wish 'd time ! greet hot , fresh chocolate chip cookie - definitely we . room beautiful - gorgeous view river , 2 window seat - one end use bed evening ! could stay room day watch city go outside . decoration ecletic fun - exactly hate hotel not . feel homey minute walk . aveda toiletry - really heart ! ! quality product ! wait come back Chicago , stay - maybe even rock star suite ! oh , can not finish review without express love goldfish , affectionately name & quot ; Moonshadow Yates . & quot ; truly fun experience ! thank , Hotel Monaco ! will DEFINITELY back soon ! 
 May 5 2004 	 great Home Away home 	 spend three lovely day Monaco Hotel Wabash Wacker Drive Chicago , Illinois . as speaker Food Marketing Institute 's annual convention , give reservation Monaco Hotel . look hotel map say : & quot ; oh one old downtown Chicago hotel . wonder be go like ? & quot ; well frequent traveler surprised . hotel beautiful , clean extremely friendly . the large room decorate exquisit taste bed wonderful . remind high price european hotel . nice , good thing staff . yes door man Bernette , desk clerk Ryan wait staff restaurant , maid , turndown service staff , treat like Royalty . as frequent business traveler , Diamond Elite Hilton Gold Marriott , assure next time stay Chicago , GUEST Monaco . incidently , movie produce right front hotel , cause quit traffic jam alot site seeer well movie production staff . Monaco staff fully train handle situation inconvenience guest . thank great people make premier hotel loop Chicago . 
 Apr 19 2004 	 amazing view charm european feel 	 great room - suite ( 2 ) window seat big single bed , japanese soak tub . charming sumptuous hotel . lots european charm eager please staff . Jewel Chicago . want keep secret room leave want go . worth every penny . goldfish bit quirky ! ! ! Great Location . 
 Mar 22 2004 	 absolutely adorable ! 	 stay March suite simple adorable ! love contemporary decor Aveda bath product . 2 - seat jacuzzi wonderful , attention detail much appreciate , light dimmer bathroom gold fish bring within 5 minute request . window ledge make memorable bed star main bed comfortable ' ve ever sleep ! lobby small cozy , staff friendly enough . highly recommend suite couple romantic vacation . look hotel web site package . 
 Feb 17 2004 	 romantic Funky Hideaway 	 stay Valentines Day . real romantic treat . staff friendly . room funky cool ; love striped wall , amply stock goody giant round mirror- strategically place , . look complimentary cd ! 
 Feb 4 2004 	 Loved Hotel Monaco ! 	 love stay Hotel Monaco Chicago ! ! stay January , cold , Hotel Monaco great place keep warm . centrally locate , able walk almost destination . staff helpful , even recommend & amp ; reserve we table excellent restaurant . wine hour definitely bonus ! loved room , staff - great place . definitely recommend . 
