nice 	 recently stay Excalibur Thanksgiving week . upon enter hotel able go straight check - in , plenty friendly attendent take care we . ask view thing airport , hubby plane watch gambling ... lol ... request meet easily . arrive early due time change ... 10 am , check til 3 pm able get room immediately . room one old room yet remodel . neat clean , exception little finger print window . bed comfortable clean . casino bright active , drink service could alittle available . nice place great location . 
 great spot cheap price ! ! ! 	 location perfect . price great . time share propaganda annoying . $ 29.95 eat day buffet excellent . 
 beware Mandatory charge 	 book trip cheaptickets.com go online print confirmation , find unwelcome surprise - & quot ; mandatory hotel charge collect hotel checkout : resort fee $ 20.00USD per Night taxable - include fitness center access , free drink more . & quot ; know mandatory charge time booking , would able compare option well . far concerned , dishonest pricing policy - include fee part hotel charge ? will not stay will certainly lookout hotel future . 
 Nice Hotel full kid 	 bad hotel find room 23rd floor tower 2 playground kid nighttime think hold elevator funny ! ! hound upon check go claim free gift redeemable give $ 40 deposit attend time share meeting new resort next day tell bring credit card form idendity ! ! go figure ! ! 
 Excellent Excalibur Experience 	 arrive & quot ; remodel widescreen room & quot ; find partial remodel . new tv , low - end remodel bath , new pillowtop mattress . warn thin pillowtop . sheet clean , stain . blanket dirty double sheet . however , request extra sheet . room furniture appear original . third day , hall fill 8 scream kid run knock door . security arrive contact security manager 2nd time thing calm . cocktail service casino horrible . plus find excellent maintenance staff ; good service Sherwood Cafe , location . overall , recommend hotel unless budget - conscious . step Circus Circus , stay elsewhere next visit . 
 great Time Las Vegas 	 problem Excalibur even though comment make negative . book online get great deal price include admission & quot ; Defending Caveman & quot ; .The staff relax friendly reception , room , 25th floor , Tower 2 , face tower , clean quiet . issue whatsoever . the one thing bit annoying fact people look like work hotel approach offer free show ticket turn try get attend & quot ; time - share meeting & quot ; . not hotel 's fault , annoying . 
 May 1 2009 	 love room interior 	 Room clean well furnished . view room great overlook swimming pool strip . 
 May 1 2009 	 fine price 	 stay Excalibur three night April . room basically expect cheap price pay . however , room clean . vacuum ( candy floor ) , garbage bathroom floor . room fine , tv great , bathroom not seem update rest room . pool nice , check fine , kind slow , casino smoky , . location great . 
 Apr 30 2009 	 good First Time Experience 	 Wife stay March 25th 29th . first time Vegas choose Excalibur primarily price location . unlike previous review , see lot kid . many . check quick . little disappointed could get smoking room first floor , decide could see view walk around . room basic clean . real complaint . update room still seem little dated . eat Sherwood Forrest Grill food price good . eat Buffet . $ 25 per person buffet fine . buffet buffet . food hot plentiful . compare casino , one always seem busy other visit . good mix machine table . one Crap table worker take time explain game . helpful . enjoy pool hour day . always able find lounge . overall good trip . would consider go back . 
 Apr 30 2009 	 never ! 	 Timeshare salesman ambush arrive trick thinking desk check - in . bug every time come go room . crowd rude pushy people . stressful . room coffe fridge pay 15 dollar internet access . would reccomend Hooters Excalibur day ! make want come back Vegas . 
 Apr 30 2009 	 great value money ! ! ! 	 husband stay Excalibur four night April 24 - 28 , 2009 . check around 12:00 pm , find process efficient desk clerk friendly . stay Excalibur twice previously , find room service receive meet expectation consistent previous experience . excalibur nice hotel traveler interested spend large sum money hotel room . room large , clean , come basic amenity ( toiletry , hair dryer , iron board , etc . ) fancy lavish . main complaint Excalibur excessive presence timeshare seller locate throughout hotel . approach every time enter leave tower room locate , go fast food restaurant buffet second level , approach lobby area . husband smile say & quot ; , thank & quot ; walk , know job . however , quickly become tiring . other thing note : renovate pool area nice , adequate lounge chair consider occupancy level hotel . poolside restaurant offer generous portion fair price - husband get footlong hotdog $ 5.the buffet offer standard fare , $ 25 special offer right all - day pass buffet . italian restaurant Steakhouse also offer prix fixe menus . there adequate parking garage behind hotel , locate close Tower 2 ( tower pool ) . tower 1 locate close Strip , make difference you . overall , great time Excalibur , would problem recommend family friend . 
 Apr 29 2009 	 nice trip 	 stay hotel long weekend , room kind date , Staff helpfulone bad thing room safe , take cash , still great price room would stay , sit room anyway vegas . 
 Apr 29 2009 	 get pay 	 although hotel usually cheap side , would not recommend anyone without kid . hate say , get pay . hotel old side room not nice serve purpose anyone not plan spend much time room . also ton kids hotel . great location would recommend go Monte Carlo also affordable go Excalibur . pool ok March one open , heat good stick toe . 's clearly set kid water slide entire pool 's deep 2 foot . 
 Apr 28 2009 	 excalibur hotel 	 place seem struggle . spend 4 night , trouble plumb toilet , shower sink . fan sound like need shot put misery . first call housekeeping give expect outcome . call return 2nd call fix everything . place otherwise comfortable need update . Sherwood Cafe breakfast must miss . 1st day try scramble egg . well , could eat couple bite ask enjoy breakfast . truthful mentioning egg terrible . say next time ask & quot ; country eggs & quot ; break spot . one plate carton . second day try tropical fruit bowl . half grape rotten ! unappetizing . also find casino 's visit excalibur trouble deal smoke smoking patron . give one miss next time . 
 Apr 28 2009 	 love casino excalibur 	 Excalibur definetley worth money great time . great time pool go slide every chance get . not even leave hotel get food . food court get food matter budget . overall great , would love go back . price good get . pay little -get little ! ! 
 Apr 28 2009 	 great time ! ! ! 	 trip VEGAS girl trip 4 night cost we $ 395 canadian taxis ect . two tower hotel . stay tower 2 fine . room spacious , flat screen tv , huge bathroom air conditioning . two queen bed room . room really clean . however , maid would take plate ect room service .. fridge , u could rent one $ 20 per day ! use ice bucket stick beer . also bath tub ! friend room Tower 1 ugly , old small .. demand switch Tower 2 want charge . put bit argument end charge . difference room incredible ! not stay Tower 1 ... ! ! ! hotel ideal location ! ! ! next New York New York walk way MGM across street . also near luxor mirage . walk strip Ceasar 's ( must see ) well Bellagio ! pool really nice ! actually 4 big pool ! shop casino couple pub , buffet , ect .. go dick enjoy good entertainment ! pretty pricey drink , water anything actually . walgreen far strip could stock water , advil , mix ect .. fill big mug booze cruise around cheap ! overall , great time . worth money meet lot fun people ! 
 Apr 27 2009 	 Great Place do not listen negative review ! 	 stay excalibur april 19 -23 09 . right start great expeience ! uprgarde free tower 2 nice view new york new york roller coaster ! everything clean , need call front desk cause plug sink brken , fix within 20min ! will not reccomene buffet great complaint . would totally stay ! 
 Apr 26 2009 	 good value great location 	 stay Excalibur wife fancy stay previous visit . book directly ad get special deal include extra ( drink , spa etc ) . book wide screen room , ' read review newly renovate tower . taxi airport $ 10 arrive early room ' available go explore . check , straight forward , room excellent . ' pay view , ' strip view available , mountain . view inner tower turret hotel 18th floor . room good standard though could tell quite new good standard . good size , tv indeed decent size ' fault anything . stay New York New York think Excalibur room well , certainly new , standard . location strip consideration arrive stay NYNY really like bottom strip close together casino . also lot kind restaurant like seem ideal we . personal choice guess still within walking distance Bellagio , venetian etc . the timeshare salesperson everywhere hotel particular take hint ignore say ' overly pushy . the casino area hotel average size quality . although use day preferred NYNY casino spend time . use MGM casino though . the food court shopping area Excalibur handy McDonalds , Subway , Pizza hut etc Sherwood Forest café good . cheap good food quick service . buffet get busy ' use this . the spa good cost around $ 15 receive free entry booking . include gym pay even hotel guest surprising . spa everything ' need hour pamper separate facility man woman problem . wife people respective spa go shame ' unisex . the pool area excellent Excalibur . ' huge even though couple pool shut , hotel quiet , enough room around pool . pool bar excellent aswell . the outlet village south end strip easy get deuce bus around 2 mile away . couple dollar great bargain . the Excalibur great value hotel stay impressed room . cheap hotel south end strip ' look difficult fault . would definitely stay . 
 Apr 25 2009 	 enjoy stay second time 	 return guest Excalibur . stay Tower II Widescreen View non smoke 2 queen bed room . fully aware make reservation hotel charge additional non refundable $ 5.00 daily resort fee include access fitness room , free local & amp ; 800 phone call , 2 free drink per room stay & amp ; 2 free fantasy Faire midway coupon stay . our room clean make promptly housekeep staff . the pool area busy throughout stay spring break . appreciate security routinely patrol parking lot Excalibur , ease mind . the food court plus family - one not feel like sit meal one restaurant . we also enjoy stay Excalibur location one walk nearby hotel , attraction shop locate strip . however , walk night bit task crowd become large due present construction strip dozen peddlar handing & quot ; girlie & quot ; card man walk street - become rather annoy many family walk strip confront people . another annoyance tahitti time share resort personnel present within hotel approach incoming hotel guest offer free show ticket one give time attend many resort presentation . should visit Las Vegas future , definitely consider return Excalibur . 
 Apr 24 2009 	 not eat food ! ! ruin trip . 	 spend 4 night Excalibur Widescreen room . room clean modern , complaint . second night dinner Round Table buffet . food look great distance close eating would say Mc Donalds would well . never eat food first plate . desert taste like make week ago . dinner spot cockroach wall inform waitress stomp . next day food poisoning . last meal casino try Camelot Steakhouse another bad experience . order pot pie get half way notice pastry bottom still doughy uncooked , chicken uncooked pink . report waiter remove meal bill food not replace . choose eat casino try $ 2.50 dog draft deal , will not go wrong . would not eat anything else except Mc Donalds . overall casino slot good payout atmosphere great food dangerous . 
