North 	 always stay hotel visit Vegas get comp room , every time notice bit piece snack leave behind room . example , night stand , table chair , corner room , tv armoir .. find cheerio pretzel time ... apparently , maid might rush clean room , not leave roll toilet paper laundry bag ... call someone bring room , not happen long time ... besides thing , always enjoy stay Bally 's room big , 's good location . order room service breakfast , come timely manner , portion okay . we would recommend Bally 's anyone look good size room location . 
 Great Location 	 go Vegas stay ritzy hotel , place . yes place run chip furniture snag rug , bed fresh sheet bathroom clean . price place hard beat . hop skip jump away everything even partial view Bellagio 20th floor . germaphobe clean freak yes wear sock walk across floor , would stay next time ' m town . 
 picture say 	 stay room 7008 south tower . room dirtiest , raggedy chair old chip shabby furniture . take photo request new room get problem . true room inexpensive strip hotel disgusting . 
 Great Loaction good price ! 	 partner stay friend begin November 3 night request near put 3 seperate floor , speak next day move hassle . staff check fine . do not really anything rest staf hotel can not comment . first room massive could party . second room still big huge . bed ok , good stay clean . see people mean window dirty , second day clean really notice , much well . spa Ballys amazing , attention detail good tender need , question ask . overall would say hotel good . vegas room explore party / gamble . loaction great right middle everything . would stay budget . 
 good deal friendly people clean back Ballys ! 	 Vegas 15 time , second time year . stayed & quot ; low star & quot ; hotel right 4 star MGM . Ballys good deal ever . book Westjet Vacations Nov 14 - 21 , get return flight , hotel taxis $ 1200 wife , $ 400 credit Westjet . actually pay $ 800 7 night stay airfare taxis Regina , Sk . Canada . know Ballys older , surprize . right time arrive Valet parking ( always rent car ) Valet cheerful , happy , helpful . ask Bellman take bag store untill call room deliver . delivery bag take less 5 minute . checkin breeze . 10 minute max . go look room not ready yet . ( 7 pm ) unusual , see room get , said & quot ; would wait & quot ; . hahahaha . come back hr WOW ... large , clean great view 25th floor . 2nd room MGM year ago . PROS : * everyone pleasant , cheerful , smile , helpful , like royalty . never experience comfortable greeting helpful people hotel Vegas . large room , clean , great location . right smack dab middle strip . * cost . * connect Paris . * great eat everywhere . food great . * room super quiet . * floor ceiling wall wall windows . view . con : * coffee maker , ( knew always bring coffee maker Tim Hortons coffee coffee casino shop expensive like early coffee pajama hehehe ) internet expensive room , kiosk everywhere use $ 5.00 15 minute must . go Vegas surf web ? people put hundred dollar slot machine blackjack table complain internet cost ... sheeshWe would recommend Ballys . J.Knox 
 Feb 17 2009 	 Basic place sleep 	 arrive around 11 am Sunday . check line 40 minute long . room not ready ( surprise since pretty early ) . offer upgrade Junior Suite $ 25 / night . pass . tell room would ready 1 pm would another line dedicated folk pick key . go back 1:30 ... special line , wait check - in line . 20 minute time . room ready . South Tower , 73rd floor ( top floor ) . walk hallway , room service tray outside door room across hall . remain 4 day . one point someone trip tray , break glass glass strew hallway next day . room large king size bed 2 fairly comfy chair . view pretty nice , overlook Eiffel tower could see 1/2 fountain Bellagio . carpet stain patch , bureau drawer break usable . everything beige . bed quite comfortable . towel fluffy maid service quite good . employee friendly exception check - in staff ... quite cold . do not care casino ... do not know , do not get good feeling there . one note caution planning see show ... find place ( several actually ) call tix4tonight . front Bill 's Gambling Hall across street tout 1/2 price ticket . wait hour line buy ticket Cirque Solie ( KA ) . charge $ 109 give voucher ticket present actual box office show ( MGM ) get real ticket . tell soon get , well seat . walk right , wait another line half hour get ticket . face value ticket $ 87.50 ! pay extra $ 20 / ticket ? ? ? be well go directly box office buy ticket .. know ? 1/2 price ? ? ? do not think . anyway , seat good , 6th row , center stage . worth money we , could get 20 buck less . live learn guess . pleasant experience , location perfect , dead center strip . , do not think would stay . 
 Feb 16 2009 	 great stay Bally 's Las Vegas 	 Las Vegas several time year stay different hotel , let tell great time Bally 's Las Vegas . due Las Veags Feb 11 , 2009 , call see much would cost come day early tell would cost dime . arrive hotel Feb 10 , 2009 check - in go great . receive key coupon different 2 1 drink special well dicount food . room great , king size bed couch , chair two desk . room ans service receive 4 night great . 
 Feb 16 2009 	 Nightmare ! ! ! 	 7 we go Vegas wedding , check 11 Sunday leave luggage bell hop people include wedding dress flight later evening . time leave Bally 's get luggage MORTIFIED see bring wedding dress nice bag David 's Bridal purchase . look like take bag literally run shredder drag strip ! ! bring attention laugh ! ! ! could believe treat like , spend LOT money hotel . wedding night dinner alone cost $ 700 Steakhouse , another dollar . would send dog hotel stay ! ! staff rude uncaring , room smell not even ventilation fan bathroom , can not open window nasty hotel far room staff . casino decent , God know spend enough time ! 
 Feb 12 2009 	 Good Value Great Location 	 Perfect location sightseeing strip . great covered walkway Paris - Paris Hotel . room date , large bathroom . bed firm , room look clean . south tower room 6th floor . good view strip . 
 Feb 12 2009 	 great stay great hotel great location ! 	 arrive Sunday afternoon check - quite line move fast . friendly professional young lady check we . book South Tower room , give North Tower room , 21st floor , face airport . big bathroom , wonderful linen , everything super clean . tv & quot ; haunted & quot ; ( turn off / on , change channel 's ) , call maintenance tell hotel really haunt , would still send someone look . one come , really big deal watch tv.went explore casino sign player card , could not find booth , ask two employee one know send us - turn close on - site player 's booth would go Paris . biggie , think . well , be WAY side Paris Bally 's . eventually find sign . casino hotel quiet , turn case everywhere go . one negative experience , letter room check offer we discount ticket Jubiliee Bally 's Penn & amp ; Teller Rio . want see Penn & amp ; Teller , morning go box office tell quite rudely get discount price , go Rio buy ticket . protest letter not say not want waste time go morning , not seem care . turn take chance buy ticket right show , get nine row back center stage half price hour showtime . great show price terrific ! Penn & amp ; Teller greet audience show sign autograph nice ! Played bit Bally 's , cocktail service quick friendly slot table . major Strip casino see cocktailer age size - think cool ! every casino employee deal terrific - fun dealer , nice waitress . great band lounge call JAMM , really enjoy . move walkway Strip work first day , second day . walkway Paris nice convenient , lot neat shop restaurant . dine LeVillage Buffet Paris dinner good ! use shuttle Rio fast convenient . we would definitely stay Bally 's , location terrific convenient good Strip . super friendly staff part , well keep property . 
 Feb 9 2009 	 surprisingly nice stay 	 recently stay 2 night friend . reserve South Tower room , upon check - in , give North Tower room , think suppose nice . room nice - clean , spacious , nice furniture , granite bathroom . express elevator floor 16 , use always come quickly . westward view Rio towards Strip . small quibble bed linen could soft comfortable , still sleep fine . bathroom 3 toiletry : sham / con , lotion soap . nothing else . give great location Bally 's nice room , would stay anytime . room nice quiet - street noise . 
 Feb 4 2009 	 Bally 's RUINED entire weekend ! ! 	 start ? ? go Vemma Royale Convention hold Bally 's hotel Vegas . drive San Diego , get 3:30 , check go bed . next day go lunch credit card decline ! ! Bally 's charge card almost $ 400 ADDITION already pay stay 3 night ! go front desk , apologize say take care & quot ; mistake & quot ; make long story short possible , never fix problem . draw bank account , bill pay prior go bounce , $ whatsoever entire weekend , even eat ! many manager , supervisor whole lot stress , offer 2 ticket Jubillee show ! I m sorry food ! ? finally give $ 100 food credit weekend reverse charge add card . well , not even able go training class Vemma purpose trip deal . try straighten thing . nothing get STRAIGHTENED . bunch empty promise . do not enough gas get back home , do not care . borrow money someone get home 3 day later . promise credit everything back , plus overdraft fee total $ 400 ! ! 2 week later guess ? ? ? still NEGATIVE BANK , go thru hell past 2 week , get cell phone shut , husband phone shut , everything mess & quot ; mistake & quot ; cause lot emotional stress completely break know . have not give credit promise do not understand . hard fix mistake big company ? ? I m extremely pissed constant headache . move corporate tired deal people not knw .. I m do ! bad trip ever take Vegas ! ! thank ALOT BALLY 's manager ! way , hope staff feel good take kid eat mom can not even afford buy double cheeseburger .99 cent ! I m kid ! true story ! CAREFUL stay , check CREDIT CARDS / DEBIT CARDS right away ... SOO SOOO SAD .. 
 Jan 27 2009 	 Bally 's Great Place stay 	 H arrive Vegas Thursday morning 1/22/09 9:45am . arrive McCarran , discover one bag miss . start trip downer , sure would find bag eventually . we hire car pick we . driver baggage claim await arrival . go smooth . arrive Bally 's timely manner . I go major topic . question , please feel free ask . new Diamond member . reserve hotel 1/22 - 25 receive 2 comp day pay $ 85 Saturday night . Checkin - Checkin smooth . short line , move smoothly . new Diamond member , not know could bypass line . lady desk tell . give King Suite North Tower . room ready head up . room - room fairly large . need upkeep clean well keep . King Suite not look like suite , nothing compare . nice . Casino - Dealers fantastic . staff Ballys phenomenal . really nothing bad say employee . great . quite $ 5 table . good time . Paris - walk Paris time . casino dealer nice ... good time , table would go pretty often , always go back Bally 's . really funny .... normally play $ 10 , not like casino tell 's low play ... like option play less choose . we visit Hard Rock , Rio , Riviera ( ball ) , Gold Coast ( take lot table ) Paris . all fabulous time . would definetly stay Bally 's , end stay another day get compe entire stay . not pay dime . food - mostly eat room service , go Bally 's Steakhouse cafe ... nice , course Steakhouse fantastic . food great , bit price . Bally 's could use renovation ( peel paint , old decor , etc . ) nice property would definetly stay . rate hotel well least good . please note never stay anywhere horrible . Planet Hollywood ( bathroom good ) Mirage ( everything nice ) Bally'sExcaliburLuxorRiviera ( way bad property , low stay ) 
 Jan 25 2009 	 consider hotel 	 stay Bally 's We d. Thursday night could not happy experience ! usually stay Paris Mandalay Bay Hotel trip Las Vegas include two night Bally 's Hotel . check - in smooth staff friendly . get elevator , wiske express 16th floor beyond , save alot time wait other depart , etc .. never problem get elevator case property . room huge , great bed , linen , lot fluffy towel large granite bathroom . view 17th floor include strip fountain Bellagio . quiet ( street noise ) furniture new . good part exit elevator , walk short hallway right inside Paris feel like stay property ! aware old property without ble new casino hotel would consider stay since not spend alot time room - extremely comfortable hotel ! 
 Jan 24 2009 	 Cheap 	 stay Bally 's January three night . run really attractive sale . think bill three night $ 142 ( include taxis ) . location good hotel basically well - appoint . stay room 9th floor North tower . room atrocious view : empty lot across street track monorail . not expect much well price pay . pleasantly surprise well maintain room appear . furnishing good repair seem pretty modern . however , two main complaints:1 . let room service dish sit hallway hour even day time . call pick neighbor 's dish two different day . not call , know would think come back get . 's sad general maid service good.2 . bed single uncomfortable hotel bed ' ve ever sleep . remember friend tell also think bed Bally 's hard . chance anyway super low price . really not worth low price bed unbearable . tossed turn sleep poorly terrible mattress . normally sleep floor wooden board , hotel . want sleep something even slightly comfortable , go somewhere else . even Circus Circus must well . 
 Jan 23 2009 	 Bally 's Las Vegas poor sercurity system bad management style 	 Las Vegas many time , first time stay Bally 's . husband lose pant cellphone swimming pool . could not find thief survaliance system work . report hotel manager , say & quot ; sorry , nothing . & quot ; let us deal claim department , end be qulifie anything . never go back stay Bally 's . terrible ! terrible ! ! terrible experience ! ! ! 
 Jan 23 2009 	 great location 	 stay Ballys first trip Las Vegas . location great . could walk everyplace want go . take bus couple time . hotel clean comfortable . problem check , housekeep etc . outside pool area look nice , cold use it- closed season anyway . shuttle take airport nominal fee- cheap taxi . much gambler fun playing slot . 
 Jan 22 2009 	 satisfy 	 ' m late writing review book 2 room Bally 's December 30th January 2nd . pay $ 115 night room , book hotel website , really great deal New Years holiday . room south tower opposite side hallway 71st floor . check fast friendly . room big standard size room ever stay . bathroom also large average . decor slightly outdate really price care . view really nice . one room nice view Bellagio fountain Eifel Tower . room always clean thoroughly pretty promptly . staff throughout hotel casino super friendly . find location ideal , pretty close center strip . Bally be connect Paris well nice able cash chip either casino . breakfast Sidewalk Cafe . price reasonable , food good , service excellent . also cafe bottom elevator call Java Coast open 24 hour . good food coffee price little high . pay $ 4 small bottle Dole OJ . definitely stay hotel . 4 group blast trip experience Bally 's contribute . 
