great 	 spend 3 night hotel November 2008 refurbishment provide feedback site hotel contact assure problem rectifice agree stay visit year . true word problem sort return fabulous 4 night stay hotel . room excellent view Empire State Building , clean spacious door staff extremely helfpul , pleasant informative especially Tarek . I defintely stay future . 
 amazing hotel ! 	 Affinia amazing hotel stay whilst trip Big Apple . centrally locate , yet far enough hussle bussle . be far Grand central station ( attraction self ! ) get tube train easy . also Chrysler building doorstep . room could see Empire State lovely surprise . the room beatifully decorate , feel luxuary . bed ... wow bed ! ! comfortable , much look forward get end busy day .. pillow also good . bathroom also gorgeous ( seem odd say ! ) clean . housekeeping keep room immaculate , not see spot dust . bed change make every day . room service - poor not bother . food yuck - like cook 3 hour previously sit hot plate waiting bring , also expensive worth . instead go Scottys cafe open 24hours day locate short walk hotel ( go main enterance take right , cross road look leave will see , blue yellow ) . location ideal , short walk sight . walk hotel normal tourist site central park , Rockafeller . Empire State cool , yet Chrylser building Rockafeller building give amazing view Empire . empire build nightmare quee ! ! queue get , queue get security , queue get lift 80th floor , queue get another lift 86th ( observation ) get queue get . think spend 3 hour total queuing leave plenty time ! ! also Staute Liberty - make sure pre reserve go observation deck ( 2 week advance ) want go crown need reserve least 2 MONTHS advance ! also make sure cruise Hudson world yacht - amazing food amazing view ! hotel really good value money chic , classy brilliantly locate truely unforgettable experience ! 
 13 night Shelburne ... want leave ! ! 	 get back 2 week stay Affinia Shelburne . take husband New York surprise 50th birthday want more . stay queen suite 15th floor fantastic view Empire State Bldg New York skyline . fantastic balcony ( proper sized balcony , sit drink sunset watch city 's colour change ) heaven ! ! room spotless staff helpful especially Jada front desk jolly doorman ! ! location fantastic . New York 3 time far good location . safe walk around night problem walk fact everywhere New York with . even though Rooftop bar close go look view breathtaking . memorable birthday back next year stay Shelburne ! ! 
 everything expected 	 stay Shelburne 12 night good friend 50th birthday . picky real clean freak . have book standard room upgrade 15th floor suite ( balcony ! ) arrival . fabulous experience . hotel modern , clean quiet , plus great location . staff deal helpful , kind friendly - concierge houskeeping . great kitchen , load space include huge closet , bathroom lovely . spend age internet look reasonably price hotel NYC tick box - Shelburne . would stay recommend everyone . fabulous girlie birthday holiday NYC - thanks large part Shelburne . 
 lovely NYC experience 	 daughter stay Affinia Shelburne two night Thanksgiving Holiday . prior stay read trip advisor review want make sure could get room 2 bed . contact hotel directly tell request could make guarantee . notice assistant general manager respond trip advisor review decide contact request directly . e - mail answer day please guarantee room two bed . upon arrival greet extremely friendly doorman follow one pleasant reception clerk ever meet . wonderful treatment continue entire stay include every single person come contact ( housekeeping , maintenance staff hall , bellman , check ) . find extraordinary . travel NY many time meet friendly people every single person . room clean , bed comfortable nice workspace . restaurant next door ( get without go outside ) yummy breakfast . plus excellent location . would hesitate stay . 
 business model seem base generate repeat customer ... 	 fact : Booked Priceline reasonable price . greet front desk friendly helpful . notice small grafitti wall upon exit elevator floor . long something like wall 3.5 star hotel ? bad oman think . that nothing compare TOILET BRUSH , ( hopefully fall maintenance cart ) , hallway outside room . informed front desk take time remove , guess not bother . long would something like hallway 3.5 star hotel ? enter room use shower . exit shower happen look ceiling notice large 16 & quot ; pizza size miss piece plaster bed , loose material still attach . would real 3.5 star property room service ? think not . first call mention hole meet bad already shower use room approach . later call make front desk switch different room . . 30 minute initial TOILET BRUSH HALLWAY mention . Brush remove employee bring new room key . later mention problem Priceline meet denial Hotel . ( photo hole bed denial seem poor strategy . bottom line : not bid 3.5 star Priceline MTE may end here . the hotel seem mostly fill tour overseas one time Priceline buyer . stay away 
 Feb 15 2005 	 Loved Shelburne ! 	 staff extremely accommodate helpful . since first time NYC , alittle intimidate . faith helpful direct us tour area transportation concern . bell staff also friendly feel concerned well - being . room small clean . enjoy tremendously would hesitate stay recommend friend ! thank , Shelburne ! 
 Feb 11 2005 	 pleasantly surprised- winner ! 	 friend stay shelburne 4 day January year love ! spacious , comfortable , spottlesly clean top , utterly charming . located midtown , be conventient lot attraction nearset subway station 42nd street ( be tourist office ) . pleasantly surprise realise double room 2 double bed kitchenette complete stove microwave . would lead expect get much money term accomodation NY , mind shelburne excellent value money . staff really pleasant helpful well . ' m ever new york , will definitely stay shelburne murray hill -it absolute winner . 
 Jan 15 2005 	 great hotel ! 	 week 12/25 - 12/30/04 . crowded city due holiday . excellent hotel stay . one bedroom suite work terrific kid - spot , . kitchenette / dishware convenient ate bit due weather ( 17 degree ! ) . room large ( remember New York ! ! ) new , however clean well keep . the location IDEAL ! ! close Grand Central ( 5 block ) residential quiet , D'Agostino 's market right around corner need anything . the staff accomodate pleasant , bellman great ! restaurant site & quot ; OK & quot ; however economical breakfast serve buffet breakfast . plan average $ 50 / meal 3 people city . needless stay ... Hotel anytime come city . disappoint : ) 
 Jan 13 2005 	 accommodate ; every visit great . 	 stay Shelburne monthly - one year ( business travel ) . ' ve never disappoint staff - case ' ve go way accommodate . always ask humidifier - get . ' ve mildly inconvenience one thing another , always overly - reimburse turn . ' ve always feel comfortable room . ' ve problem anything room . ' ve always kitchenette everything need extend stay . wireless internet dependable average price . location great - walk distance Empire State , Grand Central , Times Square , . great restaurant nearby . only issue : one upper floor weather cooperate , noise RARE rooftop bar bothersome be mood work . also , elevator ( slow among 16 floor first place ) get crowd raregoer . pretty annoying . hand , rooftop bar fun ... RARE ok eating , burger , get tired pretty quickly . great staff though . I would recommend Shelburne Affinia hotel NY visitor . c . mueller 
 Jan 10 2005 	 homey friendly 	 stay shelburn november 2004 8 day daughter mother . one bedroom suite really fantastic . hotel fancy , clean , convenient staff extra friendly helpful . 's good area close enough walk time square ( take 15 minute 6 year old grandmother almost every day ) . see regular room would say not impressed - splurge one bedroom - like stay someone 's apartment . 
 Jan 6 2005 	 great location 	 come business week Christmas stay weekend romantic rendezvous'with husband . must major shake staff brand new . despite , helpful accomodating . great help we book side side massage sister hotel spa ( Oasis ) Affinia Dumont block away heavenly ! room good size terrific view . view 16th floor terrace spectacular ! turn bitterly cold snowy Sunday night order delivery front desk call let delivery guy come . really appreciate . drawback bed hard rock ! 
 Jan 3 2005 	 fantastic hotel 	 get switch room type reserve relate property , Beekman Tower , overbooke . shelburne gorgeous - huge suite , beautiful furnishing , clean , view Chrysler Building even without ask view ! staff lovely helpful . amazingly , location central ( beekman 50th 1st ; Shelburne right Lex 37th ) . highly , highly recommend hotel . 
 Dec 27 2004 	 stay Shelburne Murray Dec. 9 - 11 2004 	 arrive Shelburne Murray Dec. 9 , 2004 . book lastminutetravel . not know property would stay purchase room . rate O.K . time year . hotel nice , room spacious . put mind one bedroom apartment . great travel family member . 2 double bed pull sofa bed living room . decor average . room little wear nice . big fan W hotel heavenly bed . hotel fluffy bed pillow nice . hotel away hustle bustle close enough Time Square . 5 block near subway . would stay . 
 Dec 21 2004 	 Busiest Weekend year NYC ? would not know Shelburne 	 weekend Christmas crazy time New York . , stay Times Square mid - town big hotel . Shelburne Murray Hill , great place stay escape madness , yet minute action . room huge - especially NYC standard . Studio Suite , 2 large bed , full kitchen ( utensil , glass , pot pan ) , large closet , high ceiling . one small room hotel ! unbelievable New York . bathroom small , inconvenience . staff friendly helpful . cab easy get . nearby subway stop , long walk one 4 block . room facility clean comfortable . elevator move quickly . price right ( pay $ 209 , pretty good busy weekend ) .The Restaurant ( Rare Bar Grill ) pack every night . get impression local favorite spot , not know sure . feature Burgers , plenty item . also many great look reataurant area - italian , indian , American . hotel nice area . the area nice - near ritzy look Brownstones . convenient Grand Central , Empire State Building , Herald Sq , Madison Square Garden , bad walk Times Square ( $ 7 cab ride ) . take train CT walk Grand Central . easy . and want one good view Empire State Building Chrysler Building , go tot 16th floor . summer , restaurant . winter , access guest . view wonderful . not miss . 
 Dec 21 2004 	 Gem New York 	 Shelburne reasonably price gem great location Manhattan . room large good standard : grande luxe , superior . staff cheerful exceptional . wonderful , timeless civility . hotel restaurant , Rare , fairly price New York reliable . hard beat base exhilarate city . 
 Dec 15 2004 	 Perfect Fit 	 's Ritz Carlton ... were'nt expect ! neat clean . location perfect staff absolutely courteous helpful . reserve non - smoking room put & quot ; smoke optional & quot ; room . request promptly move non - smoking room . room huge kitchenette nice addition . the neighborhood great . plenty great resturant bar nearby good , tourist ! fact location , away hustle bustle , yet 5 block Grand Central Station make stay particularly special . able get everything city quickly ... escape quite little hotel ! fantastic . I recommend Shelburne family friend . , 's luxury ... be great little hotel great location fantastic staff member . 
 Dec 14 2004 	 Thanksgiving New York 	 price New York hotel great . get well rate make reservation internet call hotel . room get large . three adult stay one bedroom suite balcony great view Empire State Bldg . full kitchen morning coffee breakfast , comfortable couch love seat visitor . hotel convenient location 4 short block Grand Central Station . plentiful restaurant , shopping grocery . employee friendly helpful . stay next visit June . 
 Dec 6 2004 	 totally fabulous ! 	 boyfriend stay Shelburne mid November relief arrive face fantastic room - different time I ve stay NYC , ( Gershwin Hotel take note ) ... clean room room fit many shopping bag gather ! restaurant fantastic staff teensy bit pricey we - try Thai restaurant ' Lemongrass ' 34th lex , cheap ( welcome change New York ) - great place definitely stay future trip ! 
 Nov 22 2004 	 do not list bad review ! ! ! 	 hotel great go New York sightseeing shop right heart everything yet fairly quite street . four friend stay 4 night studio apartment enough room - sleep washing ! room clean change towel every day always come back tidy room . doormen helpful need something reception bring within 5 minute . thing disappointed fact roof terrace not open time go , honest probably bad thing freeze outside ! ! 
 Nov 21 2004 	 great place stay city ! 	 charge make hotel accomadation 3 friend stay NYC since 4 woman city , want safe , clean roomy . choose Shelburne Hotel fit criterion , least computer . relieve discover live review read arrive ! suite roomy comfortable . love neighborhood , relatively quiet NYC feel safe . hotel staff helpful . block away Grand Central making easy get subway system bus stop around . . run NYC marathon , busy weekend hotel . definitely would stay ! 
 Nov 10 2004 	 Excellent choice 	 stay two night hotel really enjoy experience . room clean , staff friendly , location accessible . particularly appreciate kitchen full - size refrigerator , microwave , stove pot pan . highly recommend hotel . 
 Nov 9 2004 	 Excellent one bed room suite 	 Mam , Husband stay 4 day day break Shelburne one bedroome suite work excellent large live area sofa bed , dining area Kithenette etc large bedroom . it work really well accomadation super size staff hotel accomadating . bar/ rest downstair call Rare super real trendy place meet drink etc . hotel big personalise . would recommend stay . 
 Oct 20 2004 	 fit two princess ! 	 start , high standard choosey thing ! come home fantastic trip New York celebrate 18th birthday could wish well hotel ! standard , twin room get 2 huge double bed room also kitchenette , bathroom spacious wardrobe . room clean maid come every day fresh towel . location great , close alot thing - we great view Empire state building window be also near Chrysler building . 's 20 minute walk 5th Avenue , great want shop 's also close Broadway Times Square ( 10 minute walk ) . staff friendly , always doorman street also pretty quiet New York . not listen moaner , great hotel definately stay ! 
 Oct 10 2004 	 Ideal Location 	 Ideal location explore New York . four block direction major site . first visit would definitely stay . staff really friendly helpful give food advice aske . hotel clean nicely decorate . rood top restuarant amazing view Crysler building Empire State Building . stay one bed suite spacious needed family . four block Lexington Grand Central Terminal lovely food market food hall great choice inexpensive restaurant . location residential touristy shop restaurant reflect price . 
 Sep 14 2004 	 highly recommend Shelburne 	 would definitely recommend Shelburne Murray Hill - mother 6 night studio apartment still find great size 2 people . apart quite rude woman reception check ( 33 hour journey ) really happy stay . staff great accomodate request eg : kettle instead coffee maker , quickly happily . room really clean , not balcony love able open window enjoy view . like reviewer actually enjoy hang room jet lag start overtake we . midtown location great . residential area huge bonus get go local delis restaurant still close walk New York offer . basement gym well equip hotel gym well . 
 Sep 9 2004 	 good hotel ever ! ! ! ! ! 	 look hotel site book note bad review relate cleanliness room helpfulness staff . decide good far outweigh bad review decide book anyway . thank god ! ! ! honestly say never stay friendly , well run , hospitable hotel . second arrive time leave , exceed expectation . nothing much trouble staff hotel , whether dinner reservation , help we get Yankee stadium , organise car take we airport ( chaffeur drive mercede price typical cab ! ) . also give we later check time ( 3 pm opposed 12 pm ) flight JFK be not later evening . I book studio suite room although fine , decide upgrade one bedroom suite . extra $ 40 night well worth room absolutely superb make trip even memorable . location Shelburne great , right Lexington Avenue within 5 - 7 minute walk either Empire State , Chrysler , Grand central 5th Avenue . also rooftop bar amazing view Chryler Empire State great relaxing drink star . I absolutely love hotel wait return next year visit . take notice bad review hotel book - fantastic ! ! ! ! 
