Wonderful 	 book Chancellor first trip San Francisco , base price location trip advisor review . subsequent conversation people would staying , discover 2 3 people know previously stay rave hotel really look forward stay . disappointed . stay 7 night twin room 14th floor . email hotel day arrival request high floor possible – receive prompt personable reply Kevin , Reservations Manager . other say , room small , ' need lot space , anyway spend little time room . closet big see suitcase take space . bathroom also small , sufficient . similar sized one home ' perfectly adequate . free wireless internet big bonus often pay expensive hotel . work absolutely fine . internet terminal Reception also great service , book something online need printer . staff deal hotel super nice efficient . issue safe room go ' sleep ' twice report reception fix less 10 minute occasion . lady tour desk give great recommendation restaurant . although tell we Alcatraz night tour book online 3 month early ' exist send we bit spin , phone call company quickly sort fact run ! ! eat breakfast hotel morning lovely restaurant staff great . cookie reception delicious , wish start eat early week ! ! location hotel absolutely fantastic one cable car run right outside door . love San Francisco certainly go back sometime future . definitely stay Chancellor Hotel tell anyone know ' go San Francisco book hotel . 
 Superb ... everything ! ! 	 actually boyfriend 's favourite hotel stay whole 3 week holiday ! honest , not like San Francisco much thrilled hotel . as everyone say , right middle everything need - shopping , restaturant , BART walk anywhere . end walk hotel , alllllll way hilly road , turn leave walk bit really zig - zag windy street , allllllll way Fisherman 's Wharf . long warm , quick cable car ride back comfy bed hop rest exhausted body . I read review beforehand noticed room say quite small . agree not huge room , would not say be small . 2 we fair bit luggage comfortable . decor room beautiful add old - fashioned , classy feeling place . lady bar friendly go drink , staff restaurant lunch departure day . little kiosk / desk able get help organise shuttle back airport , buy ticket cable car also postcard stamp send . front desk send postcard nice touch they . as everyone else , would definately recommend stay . free tea , coffee cookie come handy ! 
 superb clean hotel amazing location bag character 	 friend stay research heap hotel San Fran . want somewhere central four day character soul . step Chancellor Hotel complete superb service favourable rate . after send enquiry room , helpful chap call Kevin get straight back offer room period need reserve . keen make sure thing ok end call chat pleasure , even nice phone . offer give we room top face square ; could ask for . as stay , well good email phone experience . clean hotel , amazing location square , helpful staff ( especially lovely lady run bar ) room be right . ' ve read people think room small little run . nonsense really hotel real , proper San Fran hotel 's template chain . super clean , everything need perfect stay San Fran . earth folk want big room ? party ? short have whole heartedly recommene stay . ' ve see lot hotel travel one remember right reason . would stay recommened guess true test whether be good . 
 Honeymoon revisit 	 34 year ago stay 10 day Chancellor honeymoon . property update since lose 's charm . advise General Manager anniversary first time back , greet nice gift bottle sparkle wine room arrival . room small , neat recently refurbish . luque bar hoot night . Hotel Union Square right cable car line , make convenient Fisherman 's wharf well multitude nearby restaurant , theater , shopping attraction . rate reasonable , staff friendly accommodate . use 5 * hotel may find hotel less expectation , simply stature , stay 5 * accommodation frequently would definitely stay boutique hotel . 
 step door everything 	 fab location want buzz zone San Francisco . staff friendly + helped play along ' surprise ' visit . room fine 3 night + suit we fine - may small long stay . walk everywhere - shop , restaurant , BART , taxis door want . 14th floor + hear city noise night window open bot bother we . would stay future visit . 
 self favour stay 	 return home long holiday gather thought would like post review Chancellor Hotel Union Square San FranciscoI would like say can not go wrong staying , 5 star Chancellorwe stay begin August , room decent size right two we , large wardrobe personnel safe inside , comfortable queen bed , nice clean room pleasant decor , table chair window , even view Union square nice indeed Fan ceiling good especially get hot night , enough keep cool not like sound city , close window nice quitethe bath tub nice deep one , relax fall asleep , wonderful day Segway tour walk around San Francisco good thatand location right middle city , nice place eat next door around corner , Staff friendly helpful time good , sense humourso want good hotel stay , central city cable car front door , right good shopping outlet , nice eating , drink etc rate will not break bank place , stay , see self , Best Wes K & amp ; K 
 Jul 28 2008 	 pleasant stay chancellor 	 far central location San Francisco go , can not get much well . room pretty high backside hotel able sleep window open , without noise penetrate street . room walkin closet , ample space luggage carry we , bathroom decent size well . the staff downstairs helpful , lady concession stand lobby help we tourarrangement question . locate extremely central , easy start trip , whether shop ( 50 yard union square ) cable cart ( pass hotel ) tickle fancy . when stay San Francisco far concerned good choice . price beat . 
 Jul 27 2008 	 location ! 	 well , SF pricey . however , believe Chancellor decent option within $ 200 range . yes , room rather small , decor fresh one would like . clean , location probably one good Union Square area . , Chancellor decently price option Union Square area , not plan spend much time ( smallish ) room cable car ring outside . 
 Jul 27 2008 	 would stay heartbeat 	 countless hotel , delight hotel room wall white room charm ! adore paint green wall & amp ; green chair . add life room & amp ; make feel cozy . chilly SF summer stay & amp ; heat could well room . luckily portable heater closet . friendly staff , comfy room , clean great view . btw , be use city noise , ask room back . get trolley noise fine ' m sure other would not happy . 
 Jul 26 2008 	 Wonderful Hotel Union Square 	 great hotel . travel mother week long workshop area need decent place stay decent price ( hard find San Francisco ) . place much well decent ! staff incredibly friendly helpful , food restaurant ( eat breakfast ) delicious , room tidy , tastfully decorate , everything need - even bring we mini fridge upon request . room quite bit small other stay bother we one bit . would highly recommend hotel also location ! right Union Square plenty shop restaurant well cable car ride museum . great hotel ! 
 Jul 24 2008 	 Great experience 	 stay Chancellor last year Labor Day . First Location perfect thing one would want San Fran . good part Rail right hotel like do not like spend money cab 's perfect . the saff great , help book car day , always make sure room clean . staff also book activity well . the room clean do not know well would think hotel would charge alot . price great compare other area be not nice . I go back Labor Day well ! ! overall Hotel perfect fit anyone want ! great experience ! ! 
 Jul 22 2008 	 Excellent City Base San Francisco 	 great hotel ! travel e - mail manager ( Wes Tyler ) request also mention special occasion . organise request also arrange surprise gift we ! else would get service like ? time arrive feel welcome staff professional friendly . not remember name mention remember rory reception Ireland . one good thing hotel coffee , tea cookie lobby available day . make big difference want quick refreshing cup coffee stage day . also apple lobby make sure finish eat step cable car allow eat they . the location hotel first class Union Square cable car stop right outside . walk shop , visit visitor information centre square buy three day travel pass $ 18 train station road . our bedroom great ceiling fan efficient keeping room cool . big room would get town certainly good size city centre hotel . Wes , read review realise appreciate hard work well train staff keep guest happy . 
 Jul 22 2008 	 Location location location 	 location directly Powell cable car line convenient many attraction . uphill beyond noisy crowd Market Street . room clean , nicely appoint , rather small . complimentary coffee , cookie newspaper lobby appreciate . staff polite , professional helpful . would nice view - hotel offer tend charge twice price . besides , plently view outside : San Franscisco place hole hotel room day ! 
 Jul 21 2008 	 Loved hotel 	 hotel perfect we . stay 4 night two teenager 15th floor . location , service , value atmosphere perfect . not need air con love hear city wake go sleep . even though right next Union Square find noisy . the tram stop outside hotel ( busy go north morning south evening ) , Muni card worth get tram $ 5 per ride SF great public transport system 
 Jul 19 2008 	 enjoy stay Chancellor 	 early June year wife stay Chancellor Hotel , Union Square , San Fran . stay quite comfortable notwithstanding room little & quot ; tight & quot ; compare hotel stay holiday Canada USA . minor issue compensate location , price friendliness staff . breakfast hotel dining room day find excellent . & quot ; Eggs Creole - Benedict & quot ; particularly great must e - Mail hotel see get recipe . young man holding & quot ; Tour Shop & quot ; mother Hotel Foyer helpful young lady serve behind bar also pleasant . whilst San Fran take opportunity visit Coit Tower Telegraph Hill pleasantly surprise note Chancellor sponsor one & quot ; brick step & quot ; lead tower , something reception staff Hotel unaware . would stay Chancellor San Fran recommend traveller look reasonable dig without go top cost . incidently , choose Chancellor read review Trip Advisor disappoint . 
 Jul 19 2008 	 great location friendly hotel 	 return 2 week stay San Francisco Canada . we stay 3 night SF , thank Les Tyler Chancellor great hotel rate advice city . room although small clean free internet service free biscuit , fruit endless amount tea coffee lobby get hotel stay Canada . the location excellent buy 3 day transit pass advise travel well know site SF use cable car , street car , metro Bart . will defitely come back highly recommend hotel . 
 Jul 13 2008 	 absolutely fantastic hotel ! 	 Chancellor Hotel good San Francisco ! stay 3 day end June , absolutely love ! location perfect , right Union Square great transport link everywhere else city . corner room 13th floor , sure bit large usual great size . bed one comfortable bed find hotel duvet instead usual blanket . also get good recommendation front desk Pizza place two block north hotel call Uncle Vito 's . much look outside , great pizza ! would highly recommend hotel anyone , feel stylish boutiquey whilst centre city well good price ! could one ask ? 
 Jul 11 2008 	 make right choice 	 start 2 week tour California Chancellor . obtain good rate web site impressed start . travel 2 teenage kid ask adjoining room , 1 double 2 single . get , problem . yes room small average american hotel lack size , make style character . lack A / c problem facility room high standard . we back hotel view nice front would . make difference , not go US view room , go experience city front door . when contributor say location great wrong . cable car stop right outside door , Union Sq second away little restaurant next door awesome breakfast can not get hotel .We pre - dinner drink bar night go eat . teenager ( boy girl ) stick & quot ; themed & quot ; restaurant nearby feel quite safe walk around late evening .the staff hotel excellent , good sense humor . one stage think Stephen Merchant ( Office , Extra 's ) concierge really look like . free internet coffee foyer . if ever go back , stay here . note non Americans , enter hotel first thing see warn sign building contain chemical likely cause cancer ( see photo ) first thought & quot ; OMG do & quot ; . realise similar sign show majority public building California . never eat chip 
 Jul 10 2008 	 great hotel 	 hotel excellent ! ! location perfect , room nice clean . hotel staff friendly helpful . really impressed service minded ! friend stay 4 night nothing complain . definately book Chancellor next stay SF ! : ) 
 Jul 10 2008 	 ChancellorJun08 	 pretty good location hotel quite small - narrow yet tall build real view except corner Union Sq . room quite small nice , bright & amp ; clean . breakfast quite good . often problem SF hotel park unload car park nearby garage course 's charge . would thought hotel could least arrange valet park car pay . SF June hot & amp ; sunny one moment , cold grey & amp ; cloudy next ! Gay Pride Parade fab - lot colour sound outrageousness - GREAT ! ! [ next year try get float music play much well way ( small gap different group ) . ] never one must eat Cheesecake Factory simply superb ! ! 
 Jul 7 2008 	 ` ` find good thing ....... stick .......... ! '' 	 Returned Chancellor , bring friend time , ' repeat business ' say really . delighted tasteful refurbishment since first visit . same friendly service staff hotel . the location ensure tourist ' in thick ' management style make sure treat value guest . we find reason consider change San Fran . accommodation . see next time ! 
 Jul 6 2008 	 Great Location 	 great 3 day hotel start holiday . check ( efficient ) tell good room - ! ! top floor view Union Square . room excellent , staff friendly helpful nothing trouble . coffee cookie tap day . SFO heatwave time find problem - fan available want . housekeeping always good . hotel could fault would stay without doubt . great hotel great city . 
 Jul 5 2008 	 ideally locate 	 stay Chancellor June read review Trip Advisor . ideally locate see rate highly , although arrive Vegas Hotel not league Hotels ! good check , fast efficient nice room overlook Powell Street , even little small , two night . return San Fran ( probably would not ' ve do Alcatraz , Pier , Fisherman 's Wharf , City Bus tour drive Bridge Lombard Street not much else ) would return Hotel would recommend anyone , although lot Hotels nearby tram stop right outside one ! 
 Jul 3 2008 	 Gorgeous Hotel Heart San Francisco 	 first book hotel , kind suspicious price low prime location . think head another disgusting , cheap hotel ruin vacation . instead , arrive sophisticated , friendly hotel completely pleased . love upper floor able see skyscraper , door lobby place right action . book another couple night Chancellor come weekend , ' m look forward ! 
 Jul 2 2008 	 place stay SF - absolute gem ! 	 last time go SF 2006 , narrow hotel choice 2 : Monaco Chancellor . end choose Monaco , subsequently regret . last week , finally able correct mistake enjoy wonderful stay Chancellor . fault hotel - everything start finish perfection . hotel employee courteous efficient ; food hotel restaurant , Luques , delicious ( open breakfast . lunch dinner - breakfast ) , service prompt friendly ; room spacious beautifully appoint ; hotel wonderful map anything else need stay SF . full disclosure : like previous reviewer , also upgrade top floor , ' m sure large room . hotel everything - even option borrow noise machine need one ( never travel without mine , use SF , light sleeper ) . bed amazingly comfortable - request different pillow wish ( need , though - perfect ! ) . bath product wonderful smell great linen unbelievably soft . the location unbeatable - step cable car Market Street line , take right Fisherman 's Wharf Ferry Building , respectively , place well . mention world amazing shopping foot step door ! question answer courteously promptly , valet process great . question , hesitate ask staff - state disbelief regard consistently friendly , cheerful , helpful every single member staff . alone make hotel standout , exceptional hotel many reason well ! forget anything need anything , Walgreens nearby . go Borders next door hotel pick local magazine . cab plentiful easily find outside hotel time day night . Chancellor officially place stay SF , recommend hotel anyone everyone without hesitation . truly gem hotel heart SF . thank , Chancellor Wes , unbelievably wonderful pleasant stay . wait return ! 
