Nov 	 good hotel great location 	 good clean hotel excellent location two minute pier 39 
 Jun 8 2004 	 Great Location 	 hotel right wharf , well near . case walk round corner take trip Alcatraz , bay cruise take wonderful stench sea lion ! book hotel internet fill form request smoking room , realise California totally bad habit , consequently get smoking room hotel 8 room already book , do not expect much , hotel state type room probably do not many , smoke encourage part world even bar . hotel clean large room breakfast room , cart sell coffee pastry etc cheap . ihop locate next door always seem popular , whole airline crew come morning , complete luggage . pancake everything do not like go Johney Rockets real american diner experience , would believe back 50 's , locate door reception past small pool walk din back door , leave , front door wharf ! round corner right reception 24/7 , pour coffee - around 12 - 20 different variety , always pipe hot , good inexpensive , selection cake pastry take away , also do not think could ask anything do not shop , wine , sweet , chocolate , toiletry . walk block cannery trolley leave Union Square area block , view Golden Gate bridge great . travel first weekend may never see cloud , photo fab , blue sky 4 day . fisherman wharf good location unless want spend yout time shopping designer gear Union Square . 
 may 31 2004 	 Decent Hotel Great Location 	 other describe , hotel nothing special pretty much run mill room amenity . location hotel 's major asset . right heart Fisherman 's Wharf great & quot ; home base & quot ; visit San Fran . first trip San Fran want & quot ; touristy & quot ; thing hotel great we . be close Wharf 's attraction ( sea lion , boat tour , etc ) , plus easily jump trolley cable car within couple block get anywhere city . definitely try get & quot ; bay view & quot ; , otherwise might well stay one off - the - water place depend price , hotel nothing special without view . hotel shape like big fork three & quot ; tine & quot ; point toward water , get one end room ( like ) love view . room water great view bay . could even see sea lion Pier 39 window ( room 4112 ) . summary , great experience believe also kind lucke get one good room available ( top floor , right water ) . get good price bay view 's good deal , otherwise may want look elsewhere . also , work large company able get great corporate rate parking breakfast include . pay $ 107 per night . work large corporation might check see get well advertised rate . 
 May 28 2004 	 Radisson standard - like Motel 6 	 flight arrive noon even though room available could not check till 3 pm hotel & quot ; policy . & quot ; staff par exception maid good job cleaning . heat lamp vent bathroom work put work order totally ignore . day elevator appear order . restaurant bar facility . stay numerous Radisson Hotels happy hotel deserve Radisson name . Sorry Radisson need junk place change ' name associate . 
 Apr 30 2004 	 good clean comfortable hotel would recommend . 	 stay April ' 04 . hotel good clean room friendly helpfull staff . great location Fisherman 's Warf . Views Alcatraz SF Bay room . Johnny ROckets ( site ) god burger etc set ' 50 's style diner . Fisherman 's Warf , touristy everywhere close around 10 pm , look eat drink late tell travel North Beach area ( block away ) . would recommend stay ing city tour start end warf . 
 Apr 24 2004 	 not make mistake ! 	 Radisson major disappointment . upon check room even ready arrival . hotel restaurant , bar lounge area . even though stay hotel charge $ 23 per day park car . charge disclose checking . front desk staff less helpful customer service lacking . houseclean staff thorough . price pay , disappointing refrigerator room . location hotel subpar Radisson . recommend stay Sheraton across street . close Wharf much well . 
 Apr 20 2004 	 Comfort Great Location 	 stay Raddison Fisherman 's Wharf April 2nd April 7th pleasant . first trip San Francisco Radisson perfect hotel we . the Positive Radisson 's location 2 block pier 39 . muni transportation whether Trolley car famous Cable Car line step away . dining option around fine italian Seafood dining Ihop Dennys 2 block either direction . room : clean comfortable Service : do smile complaint Front desk concierge Bellman maid service average . family friendly . kid look like enjoy stay . amenity : Small Pool , small fitness room though fitness room open 24hrs nice small hotel . drawback : none major , though would like bar lounge site evening wind . restaurant site little coffee doughnut wagon lobby . I would easily go back Radisson . price factor bargain . many many hotel within four block radius Hyatt , Sheraton , Marriott , Holiday Inn even Travelodge . enjoy Radisson . see Sanfrancisco stay near Fisherman 's Wharf enjoy . time get pay get little thank Radisson ! 
 Apr 14 2004 	 not afraid stay 	 stay hotel one night early April . room clean , though large , great need , somewhere sleep head Napa Valley . love location ! could get close Fishermans Wharf . within one block Alcatraz Ferry , Sea Lions , Museums , ton shop . need clean room , place . staff nice try helpful , although simply not seem able answer many question . would recommend hotel anyone go spending ton time room . San Francisco , would ? 
 Feb 26 2004 	 great location small room minimal food site 	 stay Radisson Fish 2/18 - 24/2004 . reservation guarantee ocean ( bay ) view room , check tell none available , furthermore reservation request , guarantee . push little speak manager agree give we bay view room next day . turn ok , one pushy get pay . location wharf great , close everything . ihop next door great breakfast great service . watch slippery bathtub . include mat non - slip surface . Sheraton across street classier lobby shop restaurant . return might try Sheraton price good Radisson . 
 Jan 25 2004 	 great hotel central location 	 hotel great location want visit fisherman 's wharf pier 39 location . plenty restaurant eat nearby , none hotel . see rest city cable car ten minute walk hotel . problem stay 2 night . plenty parking bring car issue . 
 Jan 5 2004 	 stay Radisson fisherman 's Wharf 	 visit San Francisco Diamond Walnut Bowl New Year 's Eve stay Radisson Fisherman 's Wharf . staff encounter nice , helpful polite . broken water glass need replace call front desk , housekeeping arrive moment later . hotel locate busy area expect noisy New Year 's Eve however pleasantly surprise quiet hotel since room Fisherman 's Wharf side building . problem room , clean well maintain . parking hotel lot $ 23 day . good experience stay . 
 Oct 16 2003 	 Convenient Location 	 choose hotel convenient location , virtually across street Piers 39 & amp ; 41 Fisherman 's Wharf . tourist Central S.F. , whether want shop , see Alcatraz , cruise bay , admire sea lion , take bus tour -- be outside door . not spend much time hotel . lobby small , fee - base internet available , coffee cart ( Starbuck 's lover find coffee surprisingly good ) somewhat helpful concierge . Front desk staff seem disintereste / on verge annoy every time deal -- maybe overwork . 2 elevator independently program , therefore slow inefficient . small servicable fitness center , accessible pool courtyard diner style restaurant ( blast music way loud breakfast ! ) . pool courtyard lovely , garden area ; however , even though s.f . supposedly warm season ( October ) , far cold outdoor swimming , matter , sit shady courtyard ) pay $ 111 per night , plus $ 23 per day parking , room clean , spacious , afford we nice view Nob Hill south city . short , Radisson look , . 
