Good 	 return 5 night stay Omni Berkshire . 3 we total . request room 2 bed however good could room 1 bed put bed . honest ' think acceptable . book beginning year really excuse . ' happy put bed – pay nice hotel expect proper bed sleep . 1st room give small – ' figure put bed would go small ask move large room – give large room impress swiftness however really arrival give originally . the concierge good thing hotel – incredibly helpful full knowledge . everyone hotel friendly . dinner restaurant – good quality . resturant manager professional friendly . the hotel room clean . location wise excellent – Cartier 5th Avenue – short walk central park – need tube station . one thing must say arrival – demand take approximately $ 50 per day charge room case charge anything room . odd . stay many many hotel ever encounter . await back card – say ' take 3 business day – shall see ! say ' charge room would pay immediately cash . the meat packing district good bar , club resturant . we dinner Plaza also different day - lunch . lovely . the hotel nice . would consider stay . 
 nice hotel 	 get stay hotel chance get deal priceline.net . arrive hotel 10 let early check . sign hotel 's membership checking , use wi - fi room free . hotel locate block Time Square close 5th Ave , find hi - end shopping retail . love ! ! ! ! 
 Oct 5 2004 	 stay 	 wife come New York four - night combination work vacation early October 2004 . ' ve previously stay W hotel lex block away , much preferred Omni time . staff friendly , room spacious comfortable , cost reasonable ( Manhattan standard ) .The minus small amount inter - room noise wall adjoining room lack view ( window overlook drab utility space ) .The good part Omni , though , 's location . fifty - second street pretty quiet block ( little street noise ) , yet hotel within walk distance lot great place : Central Park , 5th ave shopping , subway access , classy restaurant , Times Square , Rockefeller Center . probably try stay whenever come back New York . 
 Sep 14 2004 	 Thanks Omni ... love 	 can not praise Omni highly enough . 4 * , not need 5 * .have book Priceline , surprised pleased upgrade suite . room terrific . staff courteous helpful , without pushy . concierge terrific need . incidental cost baggage check . thank Omni ... will see one day . 
 Sep 9 2004 	 wonderful stay Omni 	 stay Omni Sept 2 7th annual US Open Tennis vacation . can not ask well location . half block away expensive Fifth Avenue shopping . buddy work Saks walk 2 - 3 block . try free upgrade Labor Day Weekend luck . regular deluxe room small cozy . back corner 4th floor absolutely view build 25 story tall NY floor view would limited . room quite quiet bed comfortable . beautiful marble bathroom . drawer closet space small hopefully travel alone . hotel staff friendly extremely helpful . look room service price wow know NY . wonderful deli be especially one right across street hotel breakfast lunch reasonable . disappointment hotel lobby . stay Waldorf last year kinda except something similar . guess ' m spoil . anyway , recommend hotel highly . 
 Aug 9 2004 	 great experience Omni 	 stay Omni NYC July ' 04 . upgrade suite , suite beautiful . everything either leather , marble , silk , crystal . bed comfortable ' ve experience hotel comforter . staff friendly , accommodate , apparent enjoy job , want everyone wonderful stay . great experience locate good area city , able walk site interest . would highly recommend stay . 
 Aug 9 2004 	 great stay Omni ! 	 great location , friendly staff , beautiful room .... great hotel stay avoid crowd Midtown West hotel . would definitely stay . staff give great recommendation breakfast check - out -- -the Palladium diner 53rd Madison . 
 Aug 9 2004 	 Satisfied Omni 	 stay Omni weekend quite happy size room , service , location . great time nice go back clean comfortable room . Stayed W New York week ago not care . omni room clean spacious . book Hotwire not give we less desirable room . negative wall sometimes seem bit thin . case , hate stay hotel , would stay would definitely recommend . 
 Aug 5 2004 	 Premiere location shopping business 	 lovely hotel middle everywhere - husband conduct business shopped . staff service friendly accommodating . 
 Jul 13 2004 	 Incredible Omni ! 	 look , afford -- -stay NYC . wonderful , friendly staff , great large room , incredible bed , outstanding location Madison Ave . , mean theatre , restaurant site within short , safe walk . take time join free Select Guest program ( online ) entitle free coffee / tea / juice hand - deliver door morning , upgrade coupon , etc . chocolate bed night . fantastic hotel -- stay chain ! picky could not please . 
 Jul 8 2004 	 wonderful room ! 	 spend two night hotel together girlfriend . hotel locate shopping area . clean nice room . leave suitcase shopping bag hotel wait depature . going pick one employee forget one shopping bag becuase interested girlfriend . call back say pay UPS get bag . said & quot ; employee pay little attention bag rather girlfriend would not problem . & quot ; get shop bag next day free charge : - ) 
 Jun 11 2004 	 beautiful place stay ... eat ! ! ! 	 lucky enough send business firm New York ( May 2004 ) . really excited never , really pleased arrive Omni . room lovely , nicely decorate spacious , although get 5th floor ( cheap room guess ) back building noise . staff come contact polite helpful , everything ask receive ( early morning call ) , though one robe go missing week , not find 's way suitcase . order room service , oh let ! ! ! overprice ( thank goodness not pay ) , honest , not good . everything try ( burger , turkey sandwich , steak ) really dry , understand give glass water everything .... wash ! ! ! warn ........... 
 Jun 5 2004 	 want Service ? stay away omni 	 although like location relatively spacious room , say Omni good choice . two reason : Wrong reservation reslove Efforts ! offer low rate $ 239 avg make reservation phone , say first call . time give creditcard number receive confirmation number . next day , visit Omni see room since parent . staff front desk , confirm reservation . 7 day later ( arrival day approach ) .. call Omni make sure reservation modify something . , person ( revenue manger ? ) phone time , say : provide low rate . FREELY CANCEL . despite twice cinfirmation , could confirm reservation parent . Omni trustworthy provide rude staff . conclusion : want service ? stay far away hotel . know service . 
 May 12 2004 	 comfortable marvelous location 	 occupy room Berkshire Place April 24 thru May 3 . room nice , problem quickly solve . location absolutely remarkable staff , well , friendly . nevertheless , hotel advertise everyday turndown , provide call downstairs ask , else guest ( list turndown maid ) , maybe one belong Omni Select Guest whatever . I possibly stay , hope guest continue comment , find whether renovation keep . 
 Mar 25 2004 	 Confortable 	 stay Omni Berkshire Friday Monday find confortable , spacious , conveniently locate . upgrade Berkshire Suite , vey spacious , although decor somewhat stuffy traditional . overall , service solid , overly friendly , courteous . overall feel hotel & quot ; traditional European & quot ; - well - do , little traditional personal taste . hotel would well suit business traveler well shopper want stay near Madison 5th Avenues shop district . 
 Mar 23 2004 	 great hotel great location 	 spend Friday Monday Omni Berkshire Place , get upgrade suite member Omni Select Guest . beautiful spacious room , particularly NYC standard , & quot ; W & quot ; style , traditional , tasteful . comfortable bed completely soundproof . complaint decor brass bucket fake plant tv bedroom . bother ? complimentary paper beverage well Omni Select Guest , nice touch . polite competent front desk concierge . everything request promptly do . Fitness centre adequate complimentary . great madison/52nd location , right e subway . will stay . 
 Mar 22 2004 	 look ! ! ! 	 daughter return three glorious day New York City . stay Omni Berkshire Place love every minute . search net one month , look possible hotel choice . find Tripadvisor . read every review load hotel consider . Found Omni Berkshire Place decision make . can not say enough place . immaculate , definitely upscale , large room , wonderful bathroom , bright hall , attentive staff , serene lobby , good location anyone want walk place like , Fifth Avenue shopping , St. Patrick 's Cathedral , Radio City Music Hall , Broadway , Theaters , Central Park area , much . else could say . good yet get wonderful deal book direct hotel . non smoking room two double bed , inner location ( room view Madison Fifth Avenue would run approximately $ 40.00 night ) cost we around $ 210.00 per night include applicable taxis . would definitely stay hotel next visit . last time New York stay Ramada New Yorker price . New Yorker not even league . favor book early get good rate ! ! ! enjoy , . 
