Loved 	 get great deal website promo code Thanksgiving holiday . hotel all - suite , huge room / bathroom , quiet , smoke free staff top notch . great service Concierge ( Ozzy ) front desk check - in breeze . never see housekeeping hall , room make every day ( electronic system let know want housekeeping ) . Stayed Tower 1 -- close MGM Casino , enough distance feel like frenzy ( second - hand smoke ! ) . walk escalator & quot ; people movers & quot ; provide high heel wearer respite walk casino . use monorail MGM Grand travel strip -- convenient . ticket purchase right monorail & quot ; station & quot ; ... not though -- nice man give we ticket leave next day use ticket 2 day :0 free WI - FI ! ! ! ! ! definitely stay . 
 amazing hotel 	 boyfriend return 6 - night stay signature . stay one bedroom suite Tower 2 . hotel room absolutely beautiful . great experience would definately return . complaint distance casino ( 10 - min walk ) . day tired make long walk back room . aside , be great hotel regret choose stay . 
 watch ! 	 ' watch . stay 2 night , get 3rd night free deal even paperwork name people talk even though e - mail offer send directly , take hour get honor . however hour , every single person check kind deal something , drink , whatever every single person fight hard get honor special . travel living , go Vegas least couple time year work . really great place , 35th floor Strip view Jacuzzi kitchen . get private cabana pool , might well , ' pay resort fee . fight ruin though . go leave high dry finally prevail upon right thing . never see anything like people , even Newark ( personal standard hassle travel ) . plus try make feel cheap honor deal . give break . 
 worth walk ! 	 yes , hotel strip . take 15 minute get front MGM ( strip ) . walk signature hang leave walk Planet Hollywood strip ( 15 minute walk ) . walk easy big deal . the hotel beautiful . 1 bedroom junior suite connect . room clean , king bed comfortable kitchen set - up helpful . use kitchen make breakfast , store water , beer snack . car drive 5 - 10 minute Albertson ' supermarket . the mattress sofa pullout could little firm . average sized guy ' comfortable . we Tower 1 , Starbucks , fitness center ( modern ) , lobby bar business center . valet parking ( free ) end tip every time . fast friendly.2 minor issue – ( 1 ) get sofa bed make . make request front desk , fulfil . call housekeeping come make sofa ' . 1 day checkout must think check close sofa bed . call housekeeping - fast courteous . ( 2 ) gamble MGM Casino apply comp room MGM Signature . overall great stay . want get away madness end day place . 
 nice hotel 	 can not really comment stay authority , first time Vegas , idea expect . one night , not use hotel facility . however - night , nice hotel . price pay ( GBP80 mid - week ) , promise & quot ; Junior Suite & quot ; , expect Vegas term normal small room . however , definitely suite - sized , fully appoint , way fully - equip blender kitchen area . overkill one night , definitely great long stay . also , one night - 's fair trek strip . assume next MGM Grand ... quite ! although access walk MGM reception , past restaurant , past show , several enclose walkway ... time get ( Tower 1 3 - furth ) , have walk half mile ! tourist - walking , foot pretty tired end stay there . however - hotel nice , long stay , ' m sure would welcome little distance away . service friendly efficient . one night , perhaps try brave one big hotel actually strip , night , be great mix close , close .... 
 Jun 5 2009 	 2nd time back even well time 	 stay several hotel Las Vegas one simply good . its luxury hotel top quality room . bed enormous defy anybody find bed comfortable . there s 40 inch hd tv room , channel wynn hotel . free wireless internet room standard , arrangement need reception network key , even detail sort . bathroom huge , jacuzzi bath tub work fantastically well spotlessly clean every day.there 2 reasonably quiet pool signature , provide pad sun lounger , free iced bottled water towel , head pool mgm grand lazy river lively atmosphere , particularly weekends.you also benefit side mgm grand close monorail connect hotel paris las vegas , caesar palace , bellagio , stratosphere etcthe gym fantastic include daily resort fee . every hotel charge factor budget , sound like rip consider get include stay compare hotel provide far superior value 4 5 star hotel LV . 
 Jun 3 2009 	 signature Suites Plain Awesome ! 	 signature suite way go Vegas . rent private owner value money compare hotel amazing ! 2 bedroom 3 bath unit 6 people . roomy , quite , great balcony , great bed pillow , full kitchen , flat screen , everything . staff courteous . complaint ! walk MGM big deal . sit , drink day , little walking ? use lazy river great . drink high ! workout room 5 treadmill , 5 arc trainer , stair master , lot weight . tower pool small restaurant . tower 1 , eat tower 2 . overall , great place stay highly recommend ! 
 Jun 3 2009 	 extremely nice room away Chaos Main building MGM 	 room large ( even take junior suite ) price get amazing . private bathroom , whirlpool bath , mini kithchen stainless steel granite . free internet , gym , private pool ..... plush comfortable bed ! even still get access amenity regular MGM grand .... 
 Jun 3 2009 	 Incredible Hotel - People Skills ? ? 	 arrive MGM Grand , booked , exhausted week hike ready TV AirConditioner . trecked front desk parking area greet young lady say want give we upgrade charge - argument , say ok . ask we go Tower 3 signature be . not know two block strip hike ! check - in , give stuff give front desk , assign different package prepay give we book upgrade room . two nice check girl , emplowerment make decision , end Malita try well tell prepaid package long available could package computer hard copy reservation hand MGM . tell internet access ? ? ? ? ask check internet reservation confirm internet access - mean ? ? ? could not believe . 65 minute stand Tower 3 check desk , ( bad , get tip , kid people think work phone constantly ) ask speak manager Malita control - Manager - Malita say internet access find along correct would authorize already book , pay confirmation . onward room ! ! beautiful - wonderful - can not say enough . clean - comfortable - hot shower . HOTEl AWESOME - check nightmare ! ! ! close strip - nice - 
 Jun 2 2009 	 Lovely Hotel 	 stay Signature Memorial Day weekend . loved hotel , not mind trek Strip seclude , quiet hotel come back . room beautiful roomy , kitchenette well - stock handy breakfast room hard get bed ( know feeling ) , quiet pool relax crowd ( Tower 2 , stay ) , bed comfy , bathroom gigantic , whirlpool tub ticket soothe tired leg foot . surprised people keep tell , & quot ; idea back here . & quot ; Hmmm ... three tall tower well hidden .... unfortunately , problem check - in . Room book via Expedia , reservation cancel hotel overbooke . however , one notify , news check - in . clerk really helpful basically tell go move . Expedia not helpful tell could get refund book something else , could not match rate get signature ( , good reason book Expedia ) . clerk tell absolutely room , stand 30 minute ask talk manager , suddenly room ( sorry someone else get bump ) . anyway , mishap happen anywhere , disappointed customer service receive . otherwise , complaint hotel . live expectation aspect . 
 Jun 2 2009 	 TA ... right ! 	 truly leave home choose place stay without TA ! review exactly correct location Vegas . signature perfect we . love MGM restaurant , casino , pool , especially signature . smoke ... update , modern facility . lovely large room almost full kitchen . bathroom huge jacuzzi tub , double sink , oversize shower . tower 2 quiet 20th floor great view . delicious sandwich & amp ; margaritas pool , great service . eat 3 restaurant @ MGM love every meal . pricey food fabulous . Pearl favorite ... absolutely delicious meal year . great food Diego also wait staff attentive polite . Vegas need tourist everyplace visit act like first time ! go , get well deal beautiful place stay signature ! 
 Jun 1 2009 	 wedding LOVELY ! 	 well , wed little Church West reception dinner follow wedding hold signature . also stay entire week pamper beyond belief ! wonderful Vegas ( forget gamble ... shopping , baby ! ! shop ! ! oh , spa ) worry casino noise smoke . wait stay future ! 
 Jun 1 2009 	 great value MGM Grand well 	 signature MGM Grand bit walk MGM Grand , separate walkway keypad - access entrance . one benefit signature guest often cite feel remove Strip quiet peaceful not seem like be Vegas . actually like feel like ' m Vegas ' m Vegas , not particular selling point I . see review MGM Grand comparison two . recall , signature 3x price MGM Grand , MGM Grand pretty great can not say signature 3x nice . not get wrong though , rate offer high value . the staff fine room quite big - big look somewhat bare . digital cable , flat panel television kitchenette . bed crazy comfortable ... could sink disappear . view speak - think overlooked parking lot sort . bathroom huge beautifully lay earth tone . unless really need extra space , kitchenette quiet , would recommend MGM Grand Signature . MGM Grand great value , clean , modern , comfortable conveniently locate . 
 May 29 2009 	 simply Awesome ......... 	 wife & quot ; signature MGM & quot ; May 22nd May 25th memorial day weekend . accompany another friend couple mine . since book package separately guarantee get room close request anyway ... receiptionist try get we double room penthouse could not got overbooke , make put friend 34th floor tower 3 us 38th floor ( way top floor hotel ) upper penthouse tower 2 . welcome we great smile quick accurate provide information check we . hotel lobby great staff friendly . hotel three swimming pool hot tub tower also let we use pool hot tub MGM grand 5 min walk distance tower walk escalator lobby . MGM lot nice restaurant different category different price range suit budget . Strip 10 minute walking distance hotel monorail station inside MGM quick transportation . overall hotel awesome great value price . hotel room provide stove , blender , toaster huge lcd screen television . would recommend hotel give day . whole property smoke free great people like we not smoke . 
 May 29 2009 	 live expectation 	 signature totally live expectation . main good point easy check , peaceful compare rest strip , excellent room service extremely comfortable room . also enjoy balcony seem rare Vegas . only bad point resort tax bit steep distance need walk get MGM Grand although avoidable since location Tower 3 mean easily walk back entrance find Planet Hollywood . 
 May 28 2009 	 Serenity 	 almost destroy body hike Zion National park , spend two day Vegas recharge , relax , eat good food , pamp bit . signature . hotel ideal we , not really walk strip . signature connect , isolated , hustle Vegas . day could relax pool ( Tower 3 ) , go MGM 's pool complex party atmosphere . signature offer oasis craziness Las Vegas . we check 3:00 take 10 minute , entire staff extremely pleasant helpful , except consierge never answer phone . the room ( Jr. Suite ) large , completely equip everything ( include kitchen utensil ) bathroom vey large separated toilet room , shower roomy water pressure perfect . room clean furniture great shape . bed comfy , perfect sore body . though signature bit remove main action las Vegas , still fairly short walk enclose walkway get MGM Grand restaurant , pool , spa casino . complex connected monorail , go hotel strip fairly easy . this hotel set party crowd , though MGM right that . the fitness center clean well stock equipment , clean towel , headphone wife could get workout drag along could treadmill getting catch news miss Zion . I would highly recommend Signature MGM anyone like Las Vegas want option get away whenever desire . love stay there . the compaint , be minor , would allow we get late check - out . flight 5:00 thing offer we bellman would store bag departure time . even hospitality room former guest freshen leave . will not hold , bellman extremely pleasant helpful enjoy stay thoroughly . 
 may 27 2009 	 Hotel great access strip amentitie MGM Grand ! 	 initially front desk put 5th floor room 714 , night , request well room get penthouse room 38th floor , room number . I drive Las Vegas home Canada feel time change scenery ( well stare bulkhead wall first class plane 2 hour ) take plenty photo floor penthouse balcony wide open -- potential security hole respect neighbor privacy ! hotel concierge helpful planning i.e . parking not . Bryant 
 May 26 2009 	 amazing - oasis calm big city 	 one nice place stay . the whole experience amazing . room perfect , great view strip . classic stylish room everything could wish . brilliant staff , pool lovely . short walk strip , near enough nightlife , feel like return somewhere totally different . I would certainly go back Vegas would stay anywhere else . disappointed . not get much say , perfect , one thing would change . worth every penny . 
 May 26 2009 	 far enough away strip 	 spend two night tower 3 . can not add much review except say want little peace quiet visit place . loved separate peaceful pool , serene lobby view room . perfect . length walk strip certainly difficult feel good get back quiet side Las Vegas . highly recommend . 
 may 26 2009 	 highly recommend ! 	 actually hear Signature see Trip Advisor , surprised see good hotel Vegas strip ( except Skylofts ) . rank high Wynn / Encore / Venetian , want check out . pros+ great location ( close cover walkway MGM ) + great room ( modern , user friendly ) + great service ( everyone housekeeping check staff friendly ) + large bathtub ( jacuzzi ) + high speed internet ( fast internet experience hotel stay , free ) + modern decor ( include lobby , restaurant , bar ) + Delicious on - site restaurant ( call delight , self - service restaurant , great food ) + nice pool ( Tower 1 3 ) + Doorman / bell desk tower - personalize service+ long walk casino get elevatorscons- little off - beat location- pool small side- water pressure shower little weakthe hotel wonderful . since three tower , front desk , doorman , pool fitness center , elevator , make private service . unlike many mega resort strip , hotel provide intimate peaceful experience . highly recommend signature - one good hotel stay . 
 May 25 2009 	 good great 	 check - in chaotic . 5:30 pm say lucky room clean available . jr . suite nice snug LV ... balcony chair table . nice bathroom . turned & quot ; maid service & quot ; button 10 remind 5 pm room . Valet bell spot , kind helpful . I generally like young crowd , markedly trendy gay white party , without friendliness . I love smoke - free , proximity strip endless free bottled water . fitness center come resort fee minute inadequate LV standard . 
 may 25 2009 	 wedding experience write home ! ! ! 	 get back stay signature . wow ! ! ! great experience . one small important mistake part , pretty great experience . upon arrival smooth classy check - in . lobby wonderful , none smoky , casino smell atmosphere . bellman open car door help help suitcase want go option . really feel like guest vs. number would seem case many hotel strip . the suite 25th Floor face strip . ask stay high room view strip wedding / honeymoon trip . definitely deliver . suite clean , spacious quiet . other complain paper - thin wall new hubby definitely anything complain . bathroom GORGEOUS ! ! ! ! huge whirlpool tub , separate large shower , great lighting , huge counterspace separate room toilet excellent . king - sized bed super comfortable air - conditioning excellent . consider 39 degree outside , definitely not feel pain heat inside . even though review complain distance strip , LOVED , far away enough craziness even MGM Grande far walk wise hotel room . feel like enter different world Tower 1 think Tower 2 3 far away can not speak guest tower Tower 1 DEFINITELY way go . starbuck right lobby nice treat could grab coffee way start day off . all vacation / wedding / honeymoon excellent ... big surprise / disappointment hotel service get home originally think hotel send we bottle beautiful moet champagne celebrate wedding day card indicate name friend , etc . , even thank hotel take acknowledgement though , find upon get home talk excitedly stay friend fact ... friend send we champagne hotel write name card even though specifically say name .... tacky ! ! hotel nice bit surprise disappointment end overall nice stay . maybe oversight part concierge REALLY let us professional attentive next time . be pretty big deal people spend ALOT other take credit way unprofessional . think would find something ? ! ? ! ? ! 
